Countries,Years,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,HepatitisBVacc,Measles,BMI>25%,under-fivedeaths,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources,Schooling
Benin,235,0,58.4,259,25,1.16,79,1461,22.5,39,80,4.46,79,1.6,7.9,7.8,0.448,9.3
Benin,236,0,57.6,278,25,1.28,75,928,22,39,77,4.2,75,1.8,8.1,8,0.444,9.1
Benin,237,0,57.1,283,25,1.12,82,341,21.5,39,82,4.55,82,2,8.3,8.2,0.438,8.9
Benin,238,0,56.8,284,25,1.19,74,176,21,39,76,4.75,74,2,8.5,8.4,0.434,8.7
Benin,239,0,56.5,285,25,1.13,70,210,20.5,39,73,4.73,70,2.1,8.7,8.6,0.43,8.5
Benin,240,0,56.1,285,25,1.15,75,262,20.1,39,74,4.56,72,2.1,8.9,8.8,0.423,8.1
Benin,241,0,55.8,285,25,1.35,73,217,19.7,40,75,4.63,73,2.1,9.1,9,0.416,7.7
Benin,242,0,55.6,283,25,1.23,15,1588,19.2,40,76,4.27,75,2.1,9.3,9.2,0.407,7.3
Bhutan,243,0,69.4,216,0,0.01,99,0,23.6,1,98,3.57,99,0.5,15.7,16.2,0.596,12.5
Bhutan,244,0,69.1,219,0,0.01,97,0,22.7,1,97,3.83,97,0.6,15.9,16.5,0.589,12.6
Bhutan,245,0,68.7,223,0,0.01,97,1,21.9,1,97,3.7,97,0.6,16.1,16.7,0.581,12.3
Bhutan,246,0,68.3,225,0,0.23,95,10,21.1,1,95,4.73,95,0.5,16.3,17,0.572,11.9
Bolivia(PlurinationalStateof),247,0,74,189,8,3.62,98,0,51.9,10,99,6.33,98,0.1,1.2,1.1,0.666,13.8
Bolivia(PlurinationalStateof),248,0,71,192,8,3.78,94,0,51.2,10,95,5.96,94,0.1,1.2,1.1,0.661,13.8
Bolivia(PlurinationalStateof),249,0,69.8,194,8,3.89,93,0,50.6,11,93,5.56,93,0.1,1.2,1.1,0.655,13.8
Bolivia(PlurinationalStateof),250,0,69.3,198,9,3.93,95,0,49.9,11,95,5.49,95,0.2,1.2,1.1,0.649,13.8
Bolivia(PlurinationalStateof),251,0,68.7,202,9,3.95,91,0,49.3,12,90,5.44,91,0.2,1.2,1.1,0.643,13.8
Bolivia(PlurinationalStateof),252,0,68,207,10,3.87,93,0,48.6,12,92,5.76,93,0.2,1.2,1.1,0.636,13.8
Bolivia(PlurinationalStateof),253,0,67.4,211,10,3.77,88,0,48,13,87,5,88,0.2,1.3,1.1,0.632,14
Bolivia(PlurinationalStateof),254,0,66.8,216,11,3.47,84,0,47.3,14,85,4.96,84,0.2,1.3,1.2,0.626,14.1
Bolivia(PlurinationalStateof),255,0,66.2,219,11,3.23,83,0,46.7,15,82,5.19,83,0.2,1.3,1.2,0.625,14.3
Bolivia(PlurinationalStateof),256,0,65.7,222,12,2.86,85,0,46,16,84,5.67,85,0.2,1.3,1.2,0.622,14.4
Bolivia(PlurinationalStateof),257,0,65.1,226,12,2.66,84,0,45.4,16,84,5.22,84,0.2,1.4,1.2,0.62,14.6
Bolivia(PlurinationalStateof),258,0,64.5,230,13,2.37,80,0,44.7,17,82,5.3,88,0.2,1.4,1.3,0.617,14.4
Bolivia(PlurinationalStateof),259,0,63.9,234,14,2.26,77,0,44,18,76,6.53,77,0.1,1.4,1.3,0.61,14
Bolivia(PlurinationalStateof),260,0,63.3,238,14,2.2,77,0,43.3,19,71,6.31,71,0.1,1.5,1.4,0.607,13.7
Bolivia(PlurinationalStateof),261,0,62.6,243,15,2.32,77,122,42.6,20,74,5.67,75,0.1,1.5,1.4,0.6,13.3
BosniaandHerzegovina,262,0,77.2,89,0,4.03,89,3000,55.3,0,86,9.57,86,0.1,2.4,2.4,0.742,14.2
BosniaandHerzegovina,263,0,77,90,0,4.12,91,0,54.7,0,87,9.46,89,0.1,2.4,2.4,0.735,14.2
BosniaandHerzegovina,264,0,76.8,92,0,4.61,92,22,54.2,0,87,9.94,92,0.1,2.5,2.5,0.728,13.9
BosniaandHerzegovina,265,0,76.9,92,0,4.64,88,10,53.7,0,89,9.71,88,0.1,2.6,2.5,0.711,13.4
BosniaandHerzegovina,266,0,76.4,94,0,4.54,89,45,53.1,0,90,9.58,89,0.1,2.6,2.6,0.717,13.3
BosniaandHerzegovina,267,0,76.1,97,0,4.75,90,22,52.6,0,90,9.64,90,0.1,2.7,2.7,0.716,13.3
BosniaandHerzegovina,268,0,76,98,0,5.13,88,8,52.1,0,92,8.58,91,0.1,2.8,2.7,0.71,13.1
BosniaandHerzegovina,269,0,75.4,106,0,5.16,94,166,51.5,0,95,8.37,95,0.1,2.8,2.8,0.703,12.9
BosniaandHerzegovina,270,0,75.7,100,0,4.82,90,17,51,0,91,8.28,87,0.1,2.9,2.8,0.697,12.7
Botswana,271,0,65.1,268,2,0.01,95,1,37.3,2,96,5.41,95,2.3,6.7,6.4,0.697,12.6
Botswana,272,0,64.2,286,2,0.01,95,1,36.8,2,96,5.84,95,2.8,7,6.7,0.693,12.6
Botswana,273,0,63.4,300,2,0.01,95,7,36.2,3,96,6.27,95,4.4,7.3,7,0.687,12.5
Botswana,274,0,62.2,325,2,5.76,95,8,35.7,3,96,5.25,95,5.5,7.7,7.4,0.678,12.4
Botswana,275,0,61.1,349,2,5.99,95,853,35.2,3,96,5.64,95,6.2,8,7.8,0.669,12.3
Botswana,276,0,59.2,393,2,5.01,94,184,34.7,3,96,6.39,96,9,8.4,8.2,0.661,12.2
Botswana,277,0,57.5,427,2,6.56,94,0,34.2,3,96,5.55,96,12.7,8.8,8.6,0.646,12.1
Botswana,278,0,56.9,436,2,6.21,93,1,33.7,3,96,4.71,96,13.4,9.2,9,0.63,12.1
Botswana,279,0,54.8,491,2,6.45,93,6,33.2,3,96,4.93,96,14.4,9.6,9.4,0.61,11.9
Botswana,280,0,51.7,566,2,6.37,92,5,32.7,3,96,5.62,96,20.6,10,9.9,0.593,11.9
Botswana,281,0,48.1,652,2,4.9,91,1,32.2,4,96,5.56,96,28.4,10.5,10.4,0.58,11.8
Botswana,282,0,46.4,693,2,5.51,90,59,31.6,4,96,4.65,96,31.9,10.9,10.8,0.567,11.8
Botswana,283,0,46,699,2,6.41,88,7,31.1,4,97,6.47,97,34.6,11.4,11.3,0.558,11.9
Botswana,284,0,46.7,679,2,5.48,87,1,30.5,4,97,5.73,97,37.2,11.8,11.8,0.56,11.8
Botswana,285,0,47.8,647,2,5.37,86,2672,29.9,4,97,4.64,97,38.8,12.3,12.2,0.559,11.7
Brazil,286,0,74.8,144,44,7.32,96,876,55.3,49,96,8.32,93,0.1,2.7,2.7,0.747,15.2
Brazil,287,0,74.7,146,46,7.24,96,220,54.5,52,96,8.48,97,0.1,2.8,2.7,0.734,14.2
Brazil,288,0,74.5,148,49,7.55,96,2,53.6,54,96,8.26,95,0.1,2.8,2.8,0.73,14.2
Brazil,289,0,74.1,152,51,7.58,98,43,52.8,57,98,8.9,99,0.1,2.9,2.8,0.724,14
Brazil,290,0,73.8,154,54,7.52,96,68,52,61,99,8.27,99,0.1,2.9,2.9,0.716,13.8
Brazil,291,0,73.6,157,57,7.33,99,0,51.1,64,99,8.65,99,0.1,3,2.9,0.714,13.8
Brazil,292,0,73.4,158,61,7.21,96,0,50.3,68,99,8.24,99,0.1,3,3,0.704,13.3
Brazil,293,0,73.3,159,65,7.19,99,0,49.4,73,99,8.28,99,0.1,3.1,3,0.7,13.5
Brazil,294,0,73,161,70,7.1,99,57,48.6,79,99,8.36,99,0.1,3.1,3.1,0.698,13.8
Brazil,295,0,72.7,163,75,6.97,98,6,47.8,85,99,8.27,99,0.1,3.2,3.1,0.694,13.8
Brazil,296,0,72,170,81,6.85,96,0,46.9,93,99,7.7,99,0.1,3.2,3.2,0.695,14
Brazil,297,0,71.8,172,88,6.95,97,2,46.1,100,99,6.94,99,0.1,3.3,3.3,0.699,14.8
Brazil,298,0,71.4,176,95,7,92,1,45.3,109,99,7.13,99,0.1,3.3,3.3,0.692,14.6
Brazil,299,0,71,179,103,7.13,91,1,44.5,118,99,7.19,98,0.1,3.4,3.4,0.685,14.3
Brazil,300,0,75,183,111,7.26,94,36,43.7,127,99,7.3,98,0.1,3.4,3.4,0.677,14.1
BruneiDarussalam,301,0,77.6,80,0,0.01,99,1,40.2,0,99,2.65,99,0.1,5.7,5.2,0.863,15
BruneiDarussalam,302,0,77.1,84,0,0.01,98,0,39.2,0,99,2.61,99,0.1,5.8,5.2,0.86,14.9
BruneiDarussalam,303,0,78.3,79,0,0.01,99,1,38.2,0,99,2.3,99,0.1,5.8,5.3,0.852,14.4
BruneiDarussalam,304,0,77.4,79,0,0.97,93,4,37.2,0,99,2.25,97,0.1,5.9,5.4,0.846,14.1
BruneiDarussalam,305,0,76.9,79,0,0.88,96,0,36.2,0,99,2.73,95,0.1,5.9,5.4,0.845,14.2
BruneiDarussalam,306,0,76.8,88,0,0.25,96,2,35.2,0,99,2.85,99,0.1,6,5.5,0.841,14.1
BruneiDarussalam,307,0,77.2,84,0,0.67,96,3,34.2,0,97,2.23,98,0.1,6.1,5.6,0.84,14.2
BruneiDarussalam,308,0,76,100,0,0.85,97,0,33.2,0,95,2.32,99,0.1,6.2,5.7,0.84,14.3
BruneiDarussalam,309,0,76.3,93,0,0.67,99,0,32.2,0,94,2.24,97,0.1,6.3,5.8,0.837,14.3
BruneiDarussalam,310,0,76.2,92,0,0.16,99,9,31.2,0,93,2.62,94,0.1,6.4,5.9,0.834,14.1
BruneiDarussalam,311,0,76.4,89,0,0.11,99,16,30.1,0,92,3.1,92,0.1,6.5,6,0.828,13.7
BruneiDarussalam,312,0,76,89,0,0.12,99,24,29.1,0,99,3.9,92,0.1,6.6,6.1,0.823,13.4
BruneiDarussalam,313,0,74.8,95,0,0.13,99,0,28,0,99,3.4,94,0.1,6.7,6.1,0.82,13.3
BruneiDarussalam,314,0,74.7,109,0,0.47,99,11,27,0,99,3.6,97,0.1,6.8,6.2,0.819,13.4
BruneiDarussalam,315,0,74.4,106,0,0.37,99,42,26.1,0,99,3.5,99,0.1,6.8,6.3,0.818,13.4
Bulgaria,316,1,74.3,138,1,12.03,95,0,65.1,1,88,8.44,88,0.1,1.9,1.9,0.787,14.8
Bulgaria,317,1,74.1,140,1,12.06,95,14,64.5,1,95,7.93,95,0.1,1.9,1.9,0.781,14.4
Bulgaria,318,1,73.9,139,1,10.99,95,1,63.9,1,95,7.11,95,0.1,1.9,1.9,0.778,14.3
Bulgaria,319,1,73.7,144,1,10.67,96,157,63.3,1,95,6.88,95,0.1,2,2,0.775,14.2
Bulgaria,320,1,73.4,147,1,10.8,95,22004,62.7,1,94,7.24,94,0.1,2,2,0.77,13.9
Bulgaria,321,1,73.2,152,1,10.93,96,2249,62.1,1,94,6.78,94,0.1,2,2.1,0.768,13.8
Bulgaria,322,1,72.9,155,1,10.98,96,1,61.5,1,96,6.61,95,0.1,2.1,2.1,0.761,13.8
Bulgaria,323,1,72.6,157,1,10.89,95,1,60.9,1,95,6.41,95,0.1,2.1,2.2,0.755,13.5
Bulgaria,324,1,72.2,161,1,10.39,96,1,60.3,1,96,6.67,95,0.1,2.2,2.2,0.75,13.5
Bulgaria,325,1,72.1,160,1,10.48,96,3,59.7,1,97,7.8,96,0.1,2.2,2.3,0.745,13.5
Bulgaria,326,1,72.2,157,1,10.96,94,0,59.1,1,94,7.9,95,0.1,2.3,2.3,0.738,13.3
Bulgaria,327,1,72,155,1,11.19,96,0,58.6,1,96,7.43,96,0.1,2.3,2.4,0.729,12.9
Bulgaria,328,1,71.8,157,1,10.2,88,0,58.1,1,94,7.41,93,0.1,2.4,2.4,0.723,12.9
Bulgaria,329,1,71.6,160,1,10.72,93,8,57.5,1,94,7.23,94,0.1,2.4,2.5,0.713,12.9
Bulgaria,330,1,71.1,163,1,9.69,94,46,57,1,94,6.7,93,0.1,2.5,2.5,0.709,12.9
BurkinaFaso,331,0,59.3,268,39,0.01,91,343,18.8,63,91,4.96,91,0.6,8.2,7.7,0.398,7.7
BurkinaFaso,332,0,59,270,40,4.64,88,375,18.2,66,89,5.91,88,0.7,8.4,7.9,0.392,7.5
BurkinaFaso,333,0,58.6,271,41,4.75,90,7362,17.7,68,90,5.33,90,0.8,8.6,8.1,0.384,7.2
BurkinaFaso,334,0,58.1,275,42,4.51,91,860,17.1,71,90,5.17,91,0.9,8.8,8.4,0.377,6.7
BurkinaFaso,335,0,57.5,279,43,4.55,91,2511,16.6,74,90,7.17,91,1,9,8.6,0.365,6.3
BurkinaFaso,336,0,56.9,283,44,4.55,92,54118,16.1,77,91,7.41,92,1.1,9.3,8.8,0.356,5.9
BurkinaFaso,337,0,56.1,288,45,4.5,93,395,15.6,80,92,6.77,93,1.5,9.5,9.1,0.345,5.4
BurkinaFaso,338,0,55.3,293,46,4.58,89,12,15.1,83,93,6.63,89,1.7,9.8,9.3,0.334,4.9
BurkinaFaso,339,0,54.3,302,47,4.73,76,125,14.6,86,94,6.58,86,2,10,9.6,0.325,4.7
Burundi,340,0,59.1,297,22,0.01,95,0,18.2,32,95,7.54,95,0.7,7.4,7.3,0.404,10.6
Burundi,341,0,58.6,303,22,0.01,96,0,17.6,32,96,8.3,96,1,7.4,7.4,0.398,10.5
Burundi,342,0,58,312,22,0.01,96,49,17.1,33,96,8.21,96,1.2,7.5,7.5,0.393,10.3
Burundi,343,0,57.4,321,22,4.16,96,129,16.6,33,95,8.58,96,1.5,7.6,7.6,0.385,9.9
Burundi,344,0,56.8,330,23,4.16,96,495,16.1,34,94,8.82,96,1.9,7.7,7.7,0.361,9.3
Burundi,345,0,56.2,338,23,4.05,94,305,15.7,34,96,6.96,94,2.4,7.8,7.8,0.336,8.6
Burundi,346,0,55.3,350,23,4.33,92,173,15.2,35,89,7.86,92,2.9,7.9,7.9,0.319,7.9
Burundi,347,0,54.8,355,24,4.54,99,43,14.8,36,93,10.3,99,3.4,8,8,0.309,7.2
Burundi,348,0,54.1,361,24,4.5,92,784,14.5,36,88,11.49,92,3.8,8.1,8.2,0.29,5.9
Burundi,349,0,53.4,369,24,5.54,87,0,14.1,37,82,9.84,87,4.3,8.2,8.3,0.286,5.6
Burundi,350,0,52.6,378,24,5.72,83,2,13.8,38,76,7.1,83,4.8,8.4,8.4,0.279,5.2
CaboVerde,351,0,73,117,0,0.01,97,0,30.5,0,95,4.76,95,0.2,6.8,6.7,0.643,13.5
CaboVerde,352,0,72.8,120,0,0.01,94,0,29.7,0,93,4.29,93,0.2,6.9,6.9,0.643,13.6
CaboVerde,353,0,72.7,121,0,0.01,94,0,29,0,94,4.61,94,0.3,7.1,7.1,0.636,13.2
CaboVerde,354,0,72.6,122,0,5.07,90,0,28.2,0,90,4.6,90,0.3,7.3,7.2,0.632,13.1
CaboVerde,355,0,72.5,123,0,4.75,98,0,27.5,0,99,4.83,99,0.4,7.4,7.4,0.627,12.7
CaboVerde,356,0,72.4,124,0,4.45,98,0,26.8,0,99,4.24,99,0.4,7.6,7.6,0.621,12.4
CaboVerde,357,0,72.4,124,0,4.16,98,0,26.2,0,99,3.96,99,0.4,7.8,7.8,0.615,12.2
CaboVerde,358,0,72.3,126,0,5.28,96,0,25.5,0,98,4.3,98,0.6,8.1,8,0.602,11.9
CaboVerde,359,0,72.1,129,0,4.25,95,0,24.9,0,97,5.11,96,0.6,8.3,8.3,0.596,11.9
CaboVerde,360,0,71.8,134,0,4.26,93,0,24.3,0,95,4.86,95,0.8,8.5,8.5,0.582,11.2
CaboVerde,361,0,71.4,140,0,4.19,91,0,23.7,0,94,5.6,93,0.8,8.7,8.7,0.574,11.1
CaboVerde,362,0,71.1,144,0,4.16,66,0,23.2,0,93,5,92,0.9,8.9,8.9,0.572,11.3
CaboVerde,363,0,77,148,0,3.82,40,0,22.6,0,92,5.17,91,0.8,9.2,9.1,0.569,11.3
Cambodia,364,0,68.3,179,11,0.01,88,0,18.9,12,87,5.68,88,0.2,10.9,11,0.553,10.9
Cambodia,365,0,67.8,183,11,0.01,83,0,18.2,13,66,5.93,83,0.2,11,11.1,0.546,10.8
Cambodia,366,0,67.4,186,12,0.01,86,15,17.6,14,84,6.24,86,0.3,11,11.2,0.54,10.7
Cambodia,367,0,67,190,13,2.12,88,722,17,15,87,5.64,88,0.3,11,11.2,0.533,10.7
Cambodia,368,0,66.6,192,14,2.2,89,1156,16.4,16,88,5.95,89,0.5,11,11.3,0.519,10.6
Cambodia,369,0,66.1,195,15,2.13,92,4779,15.9,17,95,6.36,94,0.6,11.1,11.4,0.52,10.5
Cambodia,370,0,65.6,199,16,2.24,91,4211,15.3,18,91,5.55,91,0.7,11.2,11.4,0.511,10.5
Cambodia,371,0,65,204,16,2.08,82,394,14.8,20,82,3.75,82,0.9,11.3,11.5,0.495,10.3
Cambodia,372,0,64.1,216,17,2.03,80,188,14.3,21,80,4.48,80,1.1,11.4,11.6,0.483,10.1
Cameroon,373,0,56.7,366,47,0.01,87,831,28.4,71,86,4.1,87,3.7,5.7,5.7,0.507,10.4
Cameroon,374,0,56.4,364,48,0.01,89,760,27.8,73,88,4.29,89,4,5.8,5.8,0.501,10.4
Cameroon,375,0,55.9,369,50,0.01,85,609,27.2,76,85,4.34,85,4.6,5.9,5.9,0.496,10.4
Cameroon,376,0,55.6,371,51,6.19,82,504,26.6,79,80,3.96,82,4.9,6,6,0.486,10
Cameroon,377,0,55.3,370,53,6.15,84,240,26,82,83,5.28,84,5.5,6.1,6.2,0.48,9.7
Cameroon,378,0,54.8,373,54,5.89,80,251,25.4,85,79,5.7,80,6.3,6.3,6.3,0.473,9.2
Cameroon,379,0,54.2,382,56,5.9,84,495,24.9,87,82,5.18,84,6.7,6.4,6.5,0.466,8.8
Cameroon,380,0,53.6,395,57,5.44,82,100,24.4,89,81,4.76,82,7,6.6,6.6,0.456,8
Cameroon,381,0,53.3,394,58,5.22,81,196,23.8,91,78,4.69,81,7.2,6.7,6.8,0.456,8.2
Cameroon,382,0,52.8,400,58,5.03,79,605,23.3,93,79,4.75,80,7.4,6.9,7,0.456,8.3
Canada,383,0,82,65,2,8.1,55,418,66.4,2,91,10.45,91,0.1,0.5,0.5,0.912,15.9
Canada,384,0,81.8,67,2,8.2,55,83,65.8,2,91,10.67,91,0.1,0.5,0.5,0.909,15.9
Canada,385,0,81.6,68,2,8.3,70,10,65.3,2,99,10.78,95,0.1,0.5,0.5,0.907,15.9
Canada,386,0,81.5,68,2,8.2,70,803,64.7,2,87,10.82,87,0.1,0.5,0.5,0.903,15.9
Canada,387,0,81.2,70,2,8.4,56,99,64.1,2,88,11.2,89,0.1,0.5,0.4,0.898,15.9
Canada,388,0,81,72,2,8.4,42,14,63.6,2,89,11.17,91,0.1,0.5,0.4,0.898,15.9
Canada,389,0,87,74,2,8.3,28,62,63,2,89,10.3,92,0.1,0.5,0.4,0.897,15.8
Canada,390,0,85,74,2,8.3,14,101,62.5,2,90,9.83,94,0.1,0.5,0.4,0.894,15.8
Canada,391,0,85,75,2,8.2,14,13,61.9,2,95,9.75,95,0.1,0.5,0.4,0.891,15.8
Canada,392,0,81,76,2,8,14,6,61.3,2,93,9.57,93,0.1,0.5,0.4,0.886,15.8
Canada,393,0,80,77,2,7.8,14,7,60.6,2,91,9.56,91,0.1,0.5,0.4,0.881,15.8
Canada,394,0,79.7,78,2,7.7,14,15,60,2,88,9.54,91,0.1,0.5,0.4,0.877,15.8
CentralAfricanRepublic,395,0,58,437,15,0.01,47,210,22.1,22,47,4.2,47,4.5,8.4,8.3,0.345,7.1
CentralAfricanRepublic,396,0,49.9,451,16,0.01,23,596,21.6,23,23,3.82,23,5.1,8.5,8.5,0.37,7.1
CentralAfricanRepublic,397,0,53,439,16,0.01,47,141,21.2,23,47,3.62,47,5.1,8.7,8.6,0.366,7.1
CentralAfricanRepublic,398,0,49.8,443,16,1.66,47,679,20.7,24,47,3.73,47,5.8,8.8,8.8,0.361,6.8
CentralAfricanRepublic,399,0,49.2,446,17,1.67,45,2,20.2,24,46,3.9,45,6.6,9,8.9,0.352,6.6
CentralAfricanRepublic,400,0,48.6,453,17,1.56,42,11,19.8,25,45,3.58,42,7.3,9.1,9.1,0.345,6.4
Chad,401,0,52.6,362,46,0.01,37,1275,18.7,78,44,3.62,37,2.9,8.7,8.5,0.39,7.3
Chad,402,0,52.2,366,46,0.64,39,226,18.2,78,46,3.42,39,3.1,8.8,8.7,0.387,7.3
Chad,403,0,51.8,367,46,0.62,40,120,17.9,79,51,3,40,3.6,9,8.9,0.381,7.3
Chad,404,0,51.6,365,46,0.56,33,8650,17.5,79,40,3.17,33,3.9,9.2,9.1,0.37,6.7
Chad,405,0,51.2,364,46,0.5,39,194,17.1,80,43,2.95,39,4.1,9.4,9.3,0.36,6.7
Chad,406,0,57,370,46,0.47,24,165,16.7,80,32,3.31,24,4.4,9.6,9.5,0.343,6.3
Chad,407,0,49.6,394,46,0.45,17,63,16.4,80,30,2.92,19,4.7,9.8,9.7,0.338,6
Chile,408,0,83,83,2,7.16,95,0,63.1,2,95,7.79,95,0.1,0.8,0.8,0.841,16.2
Chile,409,0,81,84,2,7.2,90,0,62.5,2,90,7.53,91,0.1,0.8,0.8,0.831,15.6
Chile,410,0,79.9,84,2,6.76,90,0,61.8,2,90,7.24,90,0.1,0.8,0.8,0.826,15.5
Chile,411,0,79.8,86,2,7.26,94,6,61.2,2,93,7,94,0.1,0.8,0.8,0.82,15.4
Chile,412,0,79.1,89,2,7.93,92,0,60.6,2,92,6.97,92,0.1,0.8,0.9,0.815,15.2
Chile,413,0,79.3,91,2,7.67,94,1,59.9,2,94,7.39,94,0.1,0.8,0.9,0.816,15.3
Chile,414,0,79.6,88,2,7.31,95,0,59.3,2,95,6.87,95,0.1,0.9,0.9,0.804,15.2
Chile,415,0,78.9,90,2,7.39,92,0,58.7,2,95,6.35,96,0.1,0.9,0.9,0.797,14.8
Chile,416,0,78.9,91,2,7.33,95,0,58.1,2,94,6.18,94,0.1,0.9,0.9,0.796,14.9
China,417,0,75.8,86,171,5.78,99,52628,31.9,198,99,5.55,99,0.1,3.7,3,0.723,13.1
China,418,0,75.6,88,185,5.79,99,26883,30.9,216,99,5.39,99,0.1,3.8,3.2,0.713,12.7
China,419,0,75.4,89,201,5.74,99,6183,30,233,99,5.26,99,0.1,3.9,3.3,0.703,12.4
China,420,0,75.2,91,215,5.63,99,9943,29,251,99,5.3,99,0.1,4.1,3.5,0.7,12.8
China,421,0,75,92,231,5.75,99,38159,28.1,268,99,4.89,99,0.1,4.2,3.6,0.691,12.5
China,422,0,74.9,93,248,4.88,99,52461,27.3,288,99,5.8,99,0.1,4.4,3.8,0.682,12.2
China,423,0,74.5,97,266,4.27,95,131441,26.5,308,99,4.59,97,0.1,4.5,4,0.672,11.9
China,424,0,74.4,96,285,3.88,92,109023,25.7,332,94,4.32,93,0.1,4.7,4.1,0.659,11.4
China,425,0,74.2,98,307,3.28,91,99602,24.9,360,94,4.52,93,0.1,4.8,4.3,0.646,11
China,426,0,73.9,99,332,2.92,84,124219,24.1,392,87,4.66,87,0.1,5,4.4,0.634,10.6
China,427,0,73.5,101,360,3.04,79,70549,23.4,427,87,4.72,87,0.1,5.1,4.6,0.622,10.2
China,428,0,73.1,103,391,2.96,75,71879,22.6,467,87,4.82,86,0.1,5.3,4.7,0.61,9.9
China,429,0,72.7,106,422,2.91,70,58341,21.9,511,86,4.79,86,0.1,5.5,4.9,0.6,9.7
China,430,0,72.2,110,457,2.84,65,88962,21.2,558,86,4.56,86,0.1,5.7,5,0.592,9.6
China,431,0,71.7,115,490,3.06,60,71093,20.5,608,86,4.6,85,0.1,5.9,5.1,0.583,9.5
Colombia,432,0,74.6,144,11,4.38,90,0,57.2,12,90,7.2,90,0.1,2.1,1.9,0.72,13.6
Colombia,433,0,74.4,145,11,4.41,91,1,56.4,13,91,6.84,91,0.1,2.1,1.9,0.712,13.3
Colombia,434,0,74.3,143,11,4.44,92,1,55.7,13,91,6.93,91,0.1,2.1,1.9,0.707,13.2
Colombia,435,0,74.2,144,12,4.37,85,6,55,14,85,6.64,85,0.1,2.2,2,0.7,13
Colombia,436,0,73.6,150,12,4.28,88,0,54.2,15,88,6.76,88,0.1,2.2,2,0.695,12.8
Colombia,437,0,73.6,150,13,4.34,92,0,53.5,15,92,7.1,92,0.1,2.2,2,0.691,12.4
Colombia,438,0,73.5,146,14,4.45,92,0,52.8,16,92,6.62,92,0.1,2.3,2,0.683,12.2
Colombia,439,0,73.5,144,14,4.66,93,0,52,17,93,6.25,93,0.1,2.3,2.1,0.675,11.9
Colombia,440,0,73.1,147,15,4.53,93,0,51.3,17,94,6.11,93,0.1,2.3,2.1,0.669,11.5
Colombia,441,0,73.1,144,15,4.38,93,0,50.5,18,93,5.82,93,0.1,2.4,2.1,0.658,11.1
Colombia,442,0,72.8,148,16,4.26,89,0,49.8,19,89,5.37,89,0.1,2.4,2.2,0.658,11.3
Colombia,443,0,72.4,150,16,4.25,92,0,49,19,92,5.92,92,0.1,2.5,2.2,0.659,11.6
Colombia,444,0,71.8,163,17,4.45,78,139,48.2,20,83,5.67,81,0.1,2.5,2.3,0.656,11.5
Colombia,445,0,71.5,165,17,4.43,80,3,47.5,21,83,5.96,80,0.1,2.5,2.3,0.653,11.4
Colombia,446,0,71.4,167,18,4.66,78,1,46.7,21,82,5.91,79,0.1,2.6,2.3,0.65,11.3
Comoros,447,0,63.2,230,1,0.01,88,0,23.7,2,87,6.75,87,0.8,6.8,6.6,0.497,11.1
Comoros,448,0,62.9,233,1,0.01,88,0,23.2,2,85,6.51,87,0.8,6.8,6.6,0.49,10.9
Comoros,449,0,62.5,237,2,0.01,89,1,22.6,2,85,7.11,86,0.8,6.9,6.7,0.484,10.8
Comoros,450,0,62.2,241,2,0.12,83,3,22.1,2,85,6.1,83,0.2,7,6.8,0.479,10.6
Comoros,451,0,61.8,246,2,0.15,74,0,21.6,2,82,5.82,74,0.1,7.1,6.9,0.476,10.5
Comoros,452,0,61.3,251,2,0.17,83,1,21.1,2,84,3.82,83,0.1,7.2,7,0.465,10.3
Comoros,453,0,61,255,2,0.12,81,0,20.6,2,81,5.13,81,0.1,7.2,7.1,0.461,10.2
Comoros,454,0,66,259,2,0.16,75,0,20.1,2,75,4.93,75,0.1,7.3,7.2,0.459,10
Comoros,455,0,63,262,2,0.25,69,85,19.6,2,69,4.57,69,0.1,7.4,7.3,0.451,9.9
Comoros,456,0,60,266,2,0.24,68,912,19.2,2,67,4.32,68,0.1,7.5,7.4,0.434,9.7
Congo,457,0,64.2,275,7,0.01,90,71,26.8,10,90,5.15,90,3,7.6,7.3,0.581,11.1
Congo,458,0,63.9,274,7,0.01,85,124,26.2,10,85,5.9,85,3,7.7,7.4,0.576,11.1
Congo,459,0,63.7,273,7,0.01,62,260,25.6,10,61,3.98,85,3.3,7.9,7.5,0.557,10.2
Congo,460,0,62.9,285,7,3.82,70,315,25,10,69,2.79,82,3.5,8,7.6,0.558,10.7
Congo,461,0,62,298,7,3.53,74,4,24.5,10,72,2.29,74,3.8,8.1,7.7,0.548,10.5
Congo,462,0,68,314,7,3.47,75,1,23.9,11,76,2.27,78,4,8.3,7.9,0.545,10.3
Congo,463,0,59.4,338,8,2.58,73,2,23.3,11,77,2.9,79,4.3,8.4,8,0.527,10
Congo,464,0,58.2,354,8,2.75,64,84,22.8,11,71,2.54,72,5,8.5,8.2,0.517,9.8
CostaRica,465,0,79.5,96,1,3.45,91,1,59.5,1,91,9.31,91,0.1,1.7,1.7,0.768,13.9
CostaRica,466,0,79.4,96,1,3.42,94,0,58.5,1,95,9.47,95,0.1,1.7,1.7,0.762,13.7
